01156,"Cheese, goat, hard type",gram,36060
01156,"Cheese, goat, hard type",oz,36061
01157,"Cheese, goat, semisoft type",gram,36062
01157,"Cheese, goat, semisoft type",oz,36063
01159,"Cheese, goat, soft type",gram,36064
01159,"Cheese, goat, soft type",oz,36065
01178,"Sour cream, reduced fat",gram,36066
01178,"Sour cream, reduced fat",tablespoon,36067
01178,"Sour cream, reduced fat",cup,36068
01179,"Sour cream, light",gram,36069
01179,"Sour cream, light",tablespoon,36070
01179,"Sour cream, light",cup,36071
01180,"Sour cream, fat free",gram,36072
01180,"Sour cream, fat free",tablespoon,36073
01180,"Sour cream, fat free",cup,36074
01186,"Cheese, cream, fat free",gram,36075
01186,"Cheese, cream, fat free",tbsp,36076
01225,Dulce de Leche,gram,36077
01225,Dulce de Leche,tbsp,36078
01230,"Milk, buttermilk, fluid, whole",gram,36079
01230,"Milk, buttermilk, fluid, whole",cup,36080
01236,"Ice cream, soft serve, chocolate",gram,36081
01236,"Ice cream, soft serve, chocolate",cup,36082
01256,"Yogurt, Greek, plain, nonfat",gram,36083
01256,"Yogurt, Greek, plain, nonfat",container,36084
01284,"Yogurt, Greek, strawberry, lowfat",gram,36085
01284,"Yogurt, Greek, strawberry, lowfat",container (5.3 oz),36086
01285,"Yogurt, Greek, strawberry, nonfat",gram,36087
01285,"Yogurt, Greek, strawberry, nonfat",container (5.3 oz),36088
01286,"Yogurt, Greek, vanilla, nonfat",gram,36089
01286,"Yogurt, Greek, vanilla, nonfat",container (5.3 oz),36090
01287,"Yogurt, Greek, plain, lowfat",gram,36091
01287,"Yogurt, Greek, plain, lowfat",container (7 oz),36092
01289,"Kefir, lowfat, plain, LIFEWAY",gram,36093
02001,"Spices, allspice, ground",gram,36094
02001,"Spices, allspice, ground",tsp,36095
02001,"Spices, allspice, ground",tbsp,36096
02002,"Spices, anise seed",gram,36097
02002,"Spices, anise seed","tsp, whole",36098
02002,"Spices, anise seed","tbsp, whole",36099
02003,"Spices, basil, dried",gram,36100
02003,"Spices, basil, dried","tsp, leaves",36101
02003,"Spices, basil, dried","tbsp, leaves",36102
02003,"Spices, basil, dried","tsp, ground",36103
02003,"Spices, basil, dried","tbsp, ground",36104
02004,"Spices, bay leaf",gram,36105
02004,"Spices, bay leaf","tsp, crumbled",36106
02004,"Spices, bay leaf","tbsp, crumbled",36107
02005,"Spices, caraway seed",gram,36108
02005,"Spices, caraway seed",tsp,36109
02005,"Spices, caraway seed",tbsp,36110
02006,"Spices, cardamom",gram,36111
02006,"Spices, cardamom","tsp, ground",36112
02006,"Spices, cardamom","tbsp, ground",36113
02007,"Spices, celery seed",gram,36114
02007,"Spices, celery seed",tsp,36115
02007,"Spices, celery seed",tbsp,36116
02009,"Spices, chili powder",gram,36117
02009,"Spices, chili powder",tsp,36118
02009,"Spices, chili powder",tbsp,36119
02010,"Spices, cinnamon, ground",gram,36120
02010,"Spices, cinnamon, ground",tsp,36121
02010,"Spices, cinnamon, ground",tbsp,36122
02011,"Spices, cloves, ground",gram,36123
02011,"Spices, cloves, ground",tsp,36124
02011,"Spices, cloves, ground",tbsp,36125
02012,"Spices, coriander leaf, dried",gram,36126
02012,"Spices, coriander leaf, dried",tsp,36127
02012,"Spices, coriander leaf, dried",tbsp,36128
02013,"Spices, coriander seed",gram,36129
02013,"Spices, coriander seed",tsp,36130
02013,"Spices, coriander seed",tbsp,36131
02014,"Spices, cumin seed",gram,36132
02014,"Spices, cumin seed","tsp, whole",36133
